Blood,Menstrual.secretion,Nasal.mucosa,Saliva,Semen.fertile,Vaginal.mucosa,HBB,ALAS2,CD93,HTN3,STATH,BPIFA1,MUC4,MYOZ1,CYP2B7P1,MMP10,MMP7,MMP11,SEMG1,KLK3,PRM1
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2819.0,2403.0,166.0,0.0,0.0,0.0,1117.0,0.0,7828.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6231.0,2803.0,166.0,0.0,0.0,0.0,1939.0,223.0,6819.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4121.0,2752.0,1541.0,0.0,0.0,0.0,327.0,436.0,7036.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4680.0,3319.0,1487.0,0.0,0.0,0.0,675.0,512.0,7290.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3163.0,2198.0,1201.0,0.0,0.0,0.0,4587.0,1167.0,6269.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2963.0,6714.0,854.0,0.0,0.0,0.0,2932.0,1168.0,6275.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7716.0,1907.0,1232.0,0.0,0.0,0.0,1245.0,950.0,7080.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2115.0,583.0,496.0,0.0,0.0,0.0,0.0,257.0,7693.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4285.0,4344.0,1551.0,0.0,0.0,0.0,323.0,511.0,6854.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6040.0,3219.0,2166.0,0.0,0.0,0.0,971.0,775.0,6625.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6242.0,3946.0,2286.0,0.0,0.0,0.0,495.0,680.0,6136.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4898.0,2248.0,1476.0,0.0,0.0,0.0,729.0,618.0,7028.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,382.0,319.0,0.0,0.0,0.0,851.0,991.0,6808.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1360.0,826.0,410.0,0.0,0.0,0.0,0.0,0.0,4801.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2281.0,909.0,639.0,0.0,0.0,0.0,326.0,228.0,6418.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3193.0,672.0,523.0,0.0,0.0,0.0,544.0,459.0,8453.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2076.0,677.0,521.0,0.0,0.0,0.0,0.0,284.0,7506.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8438.0,2891.0,411.0,0.0,0.0,0.0,4781.0,946.0,6635.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7396.0,1529.0,292.0,0.0,0.0,0.0,4186.0,1302.0,6546.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7768.0,8415.0,332.0,0.0,0.0,0.0,7401.0,1394.0,6131.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5637.0,5886.0,204.0,0.0,0.0,0.0,2822.0,883.0,6863.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7699.0,2488.0,431.0,0.0,0.0,0.0,3132.0,389.0,6350.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6518.0,2434.0,0.0,0.0,0.0,0.0,1656.0,246.0,7143.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8866.0,8078.0,809.0,0.0,0.0,0.0,7887.0,1575.0,5930.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8259.0,4003.0,441.0,0.0,0.0,0.0,5952.0,1918.0,5776.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8895.0,8970.0,556.0,0.0,0.0,0.0,7706.0,1370.0,5880.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7818.0,8300.0,329.0,0.0,0.0,0.0,4794.0,1532.0,6309.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3113.0,522.0,0.0,0.0,0.0,0.0,1091.0,0.0,8050.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3128.0,891.0,0.0,0.0,0.0,0.0,688.0,0.0,8339.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3864.0,1446.0,0.0,0.0,0.0,0.0,1830.0,310.0,8194.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3015.0,1937.0,0.0,0.0,0.0,0.0,1612.0,463.0,7885.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4311.0,1139.0,256.0,0.0,0.0,0.0,1875.0,241.0,7030.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6874.0,2933.0,163.0,0.0,0.0,0.0,1917.0,229.0,6900.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3982.0,2270.0,1247.0,0.0,0.0,0.0,278.0,420.0,7375.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5863.0,2313.0,1627.0,0.0,0.0,0.0,737.0,545.0,7341.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3508.0,2194.0,1110.0,0.0,0.0,0.0,476.0,731.0,7108.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3602.0,4290.0,963.0,0.0,0.0,0.0,879.0,714.0,7242.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4271.0,1214.0,862.0,0.0,0.0,0.0,1231.0,901.0,7232.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7537.0,1540.0,982.0,0.0,0.0,0.0,0.0,0.0,4867.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4846.0,2699.0,1569.0,0.0,0.0,0.0,326.0,526.0,7219.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7669.0,3722.0,2415.0,0.0,0.0,0.0,537.0,365.0,7364.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6998.0,4086.0,2216.0,0.0,0.0,0.0,477.0,674.0,6486.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6148.0,2459.0,1756.0,0.0,0.0,0.0,809.0,612.0,7117.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1133.0,228.0,196.0,0.0,0.0,0.0,994.0,772.0,7744.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1728.0,1608.0,187.0,0.0,0.0,0.0,0.0,265.0,8041.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1481.0,746.0,414.0,0.0,0.0,0.0,0.0,0.0,5036.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1758.0,595.0,406.0,0.0,0.0,0.0,1525.0,1279.0,6834.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2209.0,611.0,476.0,0.0,0.0,0.0,630.0,517.0,8255.0
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4884.0,1001.0,639.0,0.0,0.0,0.0,0.0,275.0,7807.0
0,0,0,1,1,0,241.0,0.0,0.0,4623.0,7725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.0,397.0,7859.0
0,0,0,1,1,0,565.0,0.0,0.0,3450.0,5744.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,1793.0,295.0,5820.0
0,0,0,1,1,0,184.0,0.0,0.0,3590.0,6315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2362.0,571.0,8179.0
0,0,0,1,1,0,241.0,0.0,0.0,1569.0,2974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675.0,300.0,5490.0
0,0,0,1,1,0,665.0,0.0,0.0,4985.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,159.0,2213.0
0,0,0,1,1,0,162.0,0.0,0.0,3785.0,5253.0,0.0,565.0,0.0,0.0,0.0,0.0,0.0,1188.0,0.0,1921.0
0,0,0,1,1,0,284.0,0.0,0.0,5928.0,8414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.0,234.0,5634.0
0,0,0,1,1,0,727.0,0.0,0.0,5489.0,7607.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,1435.0,237.0,4496.0
0,0,0,1,1,0,487.0,0.0,0.0,8263.0,8812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,0.0,1962.0
0,0,0,1,1,0,510.0,0.0,0.0,3683.0,6664.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,793.0
0,0,0,1,1,0,0.0,0.0,0.0,1269.0,2086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356.0,461.0,6614.0
0,0,0,1,1,0,0.0,0.0,0.0,1053.0,1488.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,3592.0,240.0,6100.0
0,0,0,1,1,0,0.0,0.0,0.0,1281.0,2286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072.0,722.0,8037.0
0,0,0,1,1,0,268.0,0.0,0.0,1098.0,1688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4606.0,729.0,8086.0
0,0,0,1,1,0,388.0,0.0,0.0,3154.0,4420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451.0,296.0,4281.0
0,0,0,1,1,0,164.0,0.0,0.0,2998.0,4225.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,3489.0,274.0,5073.0
0,0,0,1,1,0,0.0,0.0,0.0,4104.0,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,654.0,3595.0
0,0,0,1,1,0,0.0,0.0,0.0,3355.0,4330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,1570.0
0,0,0,1,1,0,0.0,0.0,0.0,3402.0,1836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,917.0,5491.0
0,0,0,1,1,0,0.0,0.0,0.0,2909.0,3747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,391.0,2645.0
0,0,0,1,1,0,0.0,0.0,0.0,3040.0,3266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,899.0
0,0,0,1,1,0,0.0,0.0,0.0,2537.0,2589.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0
0,0,0,1,1,0,0.0,0.0,0.0,6099.0,3510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,2637.0
0,0,0,1,1,0,0.0,0.0,0.0,6900.0,7466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1631.0
0,0,0,1,1,0,0.0,0.0,0.0,8113.0,5457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.0
0,0,0,1,1,0,0.0,0.0,0.0,4739.0,6383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0
0,0,0,1,1,0,0.0,0.0,0.0,582.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,2369.0
0,0,0,1,1,0,0.0,0.0,0.0,665.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0
0,0,0,1,1,0,0.0,0.0,0.0,1237.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,1283.0,7735.0
0,0,0,1,1,0,0.0,0.0,0.0,1454.0,1729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,675.0,4456.0
0,0,0,1,1,0,0.0,0.0,0.0,1372.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,1362.0
0,0,0,1,1,0,0.0,0.0,0.0,2364.0,2351.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,443.0
0,0,0,1,1,0,209.0,0.0,0.0,4322.0,7411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.0,348.0,6754.0
0,0,0,1,1,0,592.0,0.0,0.0,3926.0,5997.0,0.0,528.0,0.0,0.0,0.0,456.0,0.0,2121.0,335.0,6167.0
0,0,0,1,1,0,171.0,0.0,0.0,3861.0,6947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2801.0,615.0,7998.0
0,0,0,1,1,0,417.0,0.0,0.0,2420.0,3590.0,0.0,502.0,0.0,0.0,0.0,583.0,0.0,4595.0,715.0,7896.0
0,0,0,1,1,0,717.0,0.0,0.0,6061.0,7762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.0,176.0,2256.0
0,0,0,1,1,0,227.0,0.0,0.0,4590.0,6425.0,0.0,715.0,0.0,0.0,0.0,0.0,0.0,1583.0,0.0,2131.0
0,0,0,1,1,0,304.0,0.0,0.0,6500.0,8412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,234.0,5293.0
0,0,0,1,1,0,953.0,0.0,0.0,6912.0,8153.0,0.0,703.0,0.0,0.0,0.0,433.0,0.0,1799.0,290.0,4731.0
0,0,0,1,1,0,509.0,0.0,0.0,8331.0,8736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,0.0,1621.0
0,0,0,1,1,0,569.0,0.0,0.0,4121.0,7318.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,836.0
0,0,0,1,1,0,0.0,0.0,0.0,1383.0,2223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2244.0,419.0,5741.0
0,0,0,1,1,0,0.0,0.0,0.0,1131.0,1694.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,1879.0,409.0,8544.0
0,0,0,1,1,0,0.0,0.0,0.0,913.0,1493.0,0.0,978.0,0.0,0.0,0.0,0.0,0.0,2557.0,545.0,8295.0
0,0,0,1,1,0,329.0,0.0,0.0,1285.0,1956.0,0.0,773.0,0.0,0.0,0.0,1153.0,0.0,5454.0,771.0,7974.0
0,0,0,1,1,0,333.0,0.0,0.0,2659.0,3841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.0,245.0,3383.0
0,0,0,1,1,0,194.0,0.0,0.0,3516.0,4922.0,0.0,565.0,0.0,0.0,0.0,0.0,0.0,4080.0,290.0,5283.0
0,0,0,1,1,0,0.0,0.0,0.0,4021.0,2233.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,560.0,2979.0
0,0,0,1,1,0,0.0,0.0,0.0,5017.0,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,342.0,2210.0
0,0,0,1,1,0,0.0,0.0,0.0,3880.0,2107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,1043.0,5705.0
0,0,0,1,1,0,0.0,0.0,0.0,4092.0,4897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,579.0,3530.0
0,0,0,1,1,0,0.0,0.0,0.0,2989.0,3151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0
0,0,0,1,1,0,0.0,0.0,0.0,3565.0,3480.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0
0,0,0,1,1,0,0.0,0.0,0.0,6956.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,2736.0
0,0,0,1,1,0,0.0,0.0,0.0,7961.0,8082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,350.0,1977.0
0,0,0,1,1,0,0.0,0.0,0.0,8972.0,6614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0
0,0,0,1,1,0,0.0,0.0,0.0,5524.0,7196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0
0,0,0,1,1,0,0.0,0.0,0.0,942.0,887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,2797.0
0,0,0,1,1,0,0.0,0.0,0.0,1324.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,1351.0,7695.0
0,0,0,1,1,0,0.0,0.0,0.0,1552.0,1827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,755.0,4627.0
0,0,0,1,1,0,0.0,0.0,0.0,1591.0,1508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,1400.0
0,0,0,1,1,0,0.0,0.0,0.0,1923.0,1952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,709.0
0,0,0,1,0,1,0.0,0.0,360.0,3737.0,3800.0,0.0,9052.0,789.0,4490.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,233.0,4007.0,3012.0,0.0,8778.0,1752.0,7546.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,265.0,5435.0,5549.0,0.0,8626.0,633.0,3280.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,3790.0,3352.0,0.0,6346.0,903.0,3475.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,703.0,1031.0,912.0,0.0,8937.0,3624.0,7807.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,967.0,1365.0,0.0,7774.0,1180.0,3757.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,672.0,3070.0,3057.0,0.0,0.0,1173.0,7496.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,390.0,3124.0,2208.0,0.0,8958.0,3235.0,9124.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,1049.0,1498.0,1458.0,0.0,8528.0,2028.0,9256.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,348.0,995.0,660.0,0.0,9015.0,2340.0,8889.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,183.0,3043.0,2956.0,0.0,6257.0,958.0,2295.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,1908.0,3222.0,0.0,2137.0,328.0,886.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,7344.0,7422.0,0.0,4351.0,358.0,1248.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,7019.0,5714.0,0.0,3841.0,544.0,2098.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,424.0,1755.0,1462.0,0.0,8511.0,1981.0,4715.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,2305.0,3359.0,0.0,6952.0,1282.0,3428.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,5575.0,2745.0,0.0,1601.0,1137.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,7700.0,1376.0,0.0,5047.0,2282.0,1086.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,9001.0,5825.0,0.0,1743.0,1562.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,8118.0,1754.0,0.0,2920.0,1286.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,669.0,313.0,0.0,8626.0,2470.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,451.0,0.0,0.0,7075.0,1261.0,897.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,6013.0,2774.0,0.0,3441.0,2794.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,6291.0,1008.0,0.0,7967.0,6106.0,3076.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,1878.0,846.0,0.0,3928.0,2825.0,1387.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,1452.0,210.0,0.0,6746.0,3723.0,2127.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,273.0,1958.0,968.0,0.0,2770.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,3571.0,739.0,0.0,2404.0,375.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,9166.0,6083.0,0.0,470.0,358.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,9181.0,2824.0,0.0,1311.0,641.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,165.0,1220.0,492.0,0.0,5151.0,1162.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,2406.0,448.0,0.0,5604.0,1147.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,298.0,2980.0,2970.0,0.0,8801.0,720.0,3749.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,173.0,3096.0,2226.0,0.0,8249.0,1357.0,5569.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,187.0,3725.0,3775.0,0.0,7686.0,488.0,2328.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,3781.0,2851.0,0.0,6484.0,822.0,3550.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,565.0,744.0,627.0,0.0,8996.0,2949.0,6363.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,709.0,969.0,0.0,6580.0,1015.0,3057.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,613.0,2777.0,2559.0,0.0,0.0,1208.0,7026.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,280.0,2348.0,1567.0,0.0,8945.0,2358.0,8069.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,721.0,1328.0,1262.0,0.0,8775.0,1334.0,8129.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,271.0,754.0,494.0,0.0,8982.0,1916.0,7894.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,2330.0,2258.0,0.0,4234.0,669.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,2153.0,3405.0,0.0,1836.0,0.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,5190.0,5431.0,0.0,3241.0,296.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,4887.0,3885.0,0.0,3037.0,389.0,1428.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,355.0,1537.0,1219.0,0.0,8059.0,1685.0,3879.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,1918.0,2764.0,0.0,5406.0,973.0,2643.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,4585.0,2261.0,0.0,1367.0,1047.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,7313.0,1284.0,0.0,4552.0,2175.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,7511.0,3749.0,0.0,1093.0,917.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,8122.0,1777.0,0.0,2924.0,1301.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,455.0,193.0,0.0,8095.0,2081.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,952.0,0.0,0.0,4134.0,968.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,4378.0,2023.0,0.0,2434.0,1866.0,904.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0.0,0.0,0.0,5915.0,951.0,0.0,7341.0,4111.0,1733.0,0.0,0.0,0.0,0.0,0.0,0.0
