Blank_PCR,Blood,Menstrual.secretion,Nasal.mucosa,Saliva,Semen.fertile,Semen.sterile,Skin,Skin.penile,Vaginal.mucosa,HBB,ALAS2,CD93,HTN3,STATH,BPIFA1,MUC4,MYOZ1,CYP2B7P1,MMP10,MMP7,MMP11,SEMG1,KLK3,PRM1,RPS4Y1,XIST,ACTB,18S-rRNA
0,1,0,0,0,0,0,0,0,0,6961.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166.0,0.0,605.0,1629.0
0,1,0,0,0,0,0,0,0,0,6186.0,1776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2294.0,0.0,1976.0,7466.0
0,1,0,0,0,0,0,0,0,0,6547.0,1399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2882.0,0.0,2707.0,7439.0
0,1,0,0,0,0,0,0,0,0,6180.0,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942.0,0.0,1780.0,5681.0
0,1,0,0,0,0,0,0,0,0,6468.0,2355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3029.0,0.0,2556.0,7405.0
0,1,0,0,0,0,0,0,0,0,6889.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6936.0,2415.0,2882.0
0,1,0,0,0,0,0,0,0,0,6201.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7225.0,3363.0,3257.0
0,1,0,0,0,0,0,0,0,0,7008.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6615.0,2668.0,2556.0
0,1,0,0,0,0,0,0,0,0,6158.0,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7128.0,7162.0,7091.0
0,1,0,0,0,0,0,0,0,0,7096.0,1049.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6638.0,4928.0,4486.0
0,1,0,0,0,0,0,0,0,0,7859.0,513.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6882.0,2655.0,1911.0
0,1,0,0,0,0,0,0,0,0,7399.0,417.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6621.0,2766.0,2182.0
0,1,0,0,0,0,0,0,0,0,6094.0,479.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5894.0,3334.0,2560.0
0,1,0,0,0,0,0,0,0,0,5753.0,3126.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859.0,2366.0,6777.0
0,1,0,0,0,0,0,0,0,0,6986.0,2858.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,5458.0,6984.0,7849.0
0,1,0,0,0,0,0,0,0,0,5957.0,4660.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5048.0,4516.0,7492.0
0,1,0,0,0,0,0,0,0,0,7263.0,2366.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5663.0,6748.0,7508.0
0,1,0,0,0,0,0,0,0,0,5237.0,2724.0,788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5767.0,0.0,6943.0,6914.0
0,1,0,0,0,0,0,0,0,0,5515.0,3456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.0,0.0,6999.0,6947.0
0,1,0,0,0,0,0,0,0,0,5311.0,2401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5819.0,0.0,6897.0,7317.0
0,1,0,0,0,0,0,0,0,0,6108.0,2594.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5283.0,0.0,6935.0,7061.0
0,1,0,0,0,0,0,0,0,0,4985.0,1789.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6394.0,0.0,7101.0,5525.0
0,1,0,0,0,0,0,0,0,0,6214.0,5740.0,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6174.0,0.0,6909.0,6671.0
0,1,0,0,0,0,0,0,0,0,5625.0,8481.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5909.0,0.0,6247.0,6267.0
0,1,0,0,0,0,0,0,0,0,5589.0,5363.0,1058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,5760.0,0.0,6980.0,6785.0
0,1,0,0,0,0,0,0,0,0,5960.0,8886.0,4608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5846.0,0.0,6302.0,6331.0
0,1,0,0,0,0,0,0,0,0,723.0,9016.0,3125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5795.0,0.0,6400.0,6688.0
0,1,0,0,0,0,0,0,0,0,770.0,8851.0,2736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5720.0,0.0,6408.0,6584.0
0,1,0,0,0,0,0,0,0,0,878.0,8855.0,2782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5892.0,0.0,6515.0,6677.0
0,1,0,0,0,0,0,0,0,0,6133.0,1230.0,1135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3551.0,0.0,3469.0,2894.0
0,1,0,0,0,0,0,0,0,0,4971.0,3071.0,2314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6232.0,0.0,5262.0,5963.0
0,1,0,0,0,0,0,0,0,0,6446.0,1171.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602.0,0.0,3414.0,3473.0
0,1,0,0,0,0,0,0,0,0,5442.0,2490.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403.0,0.0,5151.0,6163.0
0,1,0,0,0,0,0,0,0,0,4011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,196.0
0,1,0,0,0,0,0,0,0,0,6897.0,1532.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4093.0,0.0,3866.0,4392.0
0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,593.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1424.0,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0
0,0,0,0,1,0,0,0,0,0,756.0,0.0,0.0,691.0,5925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,5469.0
